BATCH,NUM_Q_HEADS,NUM_K_HEADS,SEQLEN_Q,SEQLEN_K,HEAD_SZ,DROPOUT,RETURN_LSE,RETURN_SOFTMAX,FP8,Triton
1,64,64,8192,8192,128,0.000000,False,False,False,3.190814
